chr,pos,class,length
14,2356,2,8
10,1063,0,0
5,2622,2,28
1,4054,1,28
9,3847,0,0
9,4577,0,0
7,1094,0,0
15,3786,0,0
6,5432,1,34
10,4144,1,12
6,6213,0,0
20,1976,1,8
7,809,0,0
3,5472,1,40
1,1685,0,0
2,2249,0,0
3,865,0,0
21,772,2,12
19,766,2,24
2,2730,1,18
16,888,1,8
8,3820,0,0
12,1630,2,10
3,1947,0,0
3,1774,1,24
10,2922,1,24
1,8636,2,40
7,5248,1,120
3,6749,0,0
5,4171,0,0
3,6441,0,0
4,4564,2,44
11,2582,2,18
6,1726,1,16
6,5680,2,92
6,6639,0,0
22,79,0,0
4,3084,2,28
6,3370,2,54
5,3860,2,18
12,3513,0,0
18,148,2,18
11,3057,0,0
20,800,2,12
6,2237,0,0
3,2396,2,30
11,3264,0,0
15,2105,0,0
20,1805,0,0
6,3624,1,28
3,6753,0,0
3,1548,0,0
14,86,0,0
9,5148,2,22
16,2446,0,0
4,1032,1,26
14,3731,2,31
2,2517,0,0
1,6510,2,8
1,9384,1,28
12,4162,2,32
11,14,2,6
7,4538,0,0
15,1410,2,14
21,1742,2,14
16,2772,2,36
16,3373,0,0
16,2566,0,0
9,1884,0,0
12,4322,1,34
10,3704,1,20
22,1754,0,0
11,5232,2,44
9,261,0,0
1,2006,0,0
4,5191,0,0
15,2556,1,20
15,3652,0,0
19,1899,0,0
2,1480,2,124
8,5776,1,24
3,4945,0,0
15,3796,2,8
7,5396,2,32
8,5359,0,0
8,4092,2,28
12,4382,1,12
4,3028,2,28
13,3134,1,14
4,3412,0,0
15,2536,1,40
13,681,0,0
16,3482,0,0
10,3778,0,0
5,3673,0,0
16,2676,2,20
16,432,2,8
2,1830,1,18
3,5271,0,0
3,7850,2,13
14,851,0,0
6,4393,0,0
4,5936,1,24
6,2584,2,24
14,2444,1,24
1,6080,2,24
3,4679,0,0
11,761,0,0
2,6586,0,0
11,3670,0,0
7,3662,1,22
13,1443,0,0
7,4456,1,32
9,1395,0,0
5,2049,0,0
15,2674,1,12
5,1245,0,0
8,4394,1,20
18,2928,2,36
9,2020,0,0
7,4756,1,60
22,512,0,0
4,324,2,40
19,927,0,0
4,1569,0,0
6,1006,1,34
10,4494,2,12
8,2349,0,0
8,1817,0,0
4,5636,0,0
4,1924,1,36
7,2447,0,0
5,4731,0,0
5,1630,0,0
11,3664,0,0
1,9962,1,8
8,5800,2,24
6,5302,2,42
16,2145,0,0
15,2140,0,0
11,1353,0,0
3,664,2,12
13,2488,0,0
1,195,0,0
12,2592,1,14
8,2093,0,0
7,1680,2,58
2,604,1,28
12,3402,0,0
1,8966,0,0
2,9224,1,44
8,3696,0,0
10,1730,2,192
1,9150,2,23
4,5284,0,0
16,424,1,8
8,5348,1,32
18,940,1,68
15,2878,0,0
18,2446,2,20
10,1046,0,0
3,5244,0,0
22,1022,0,0
5,4685,0,0
18,1116,2,56
1,6818,0,0
12,5150,0,0
8,2506,2,4
8,132,0,0
20,162,0,0
9,3112,2,20
17,1252,1,88
3,4492,1,60
19,172,0,0
1,1126,2,36
16,488,1,72
15,3356,2,8
18,148,1,56
2,1704,2,22
13,1944,1,32
9,4433,0,0
4,5845,0,0
15,181,0,0
1,4442,2,18
10,461,1,12
9,4660,1,24
21,1307,0,0
1,4492,1,24
12,1272,2,10
2,9694,0,0
6,1728,2,24
11,3649,0,0
13,6,0,0
4,1197,0,0
11,1071,0,0
8,4414,2,20
11,883,0,0
14,1102,0,0
4,3150,0,0
8,1296,1,44
18,986,0,0
16,2988,1,20
8,3852,1,38
6,3087,0,0
8,2666,1,12
17,1868,2,12
2,7216,0,0
7,4784,0,0
3,315,0,0
3,5642,0,0
4,7641,0,0
3,680,0,0
1,2614,0,0
6,1365,2,29
20,1685,0,0
7,627,0,0
5,3104,1,28
18,1762,0,0
15,2124,1,40
3,7588,1,20
9,4742,0,0
4,2609,0,0
3,5428,1,44
6,211,0,0
5,3866,0,0
10,92,0,0
4,462,2,40
5,432,2,24
11,1639,0,0
20,208,2,40
6,1702,2,15
13,693,0,0
21,609,0,0
5,1306,2,22
6,6344,1,18
20,3,0,0
8,4979,0,0
2,1954,0,0
21,290,0,0
8,4922,0,0
12,2768,1,12
1,7012,2,12
9,5374,0,0
15,3590,2,6
10,4735,0,0
10,528,2,56
2,294,0,0
5,203,0,0
4,602,0,0
6,5662,0,0
3,745,0,0
14,543,0,0
1,3203,0,0
17,2515,0,0
1,9408,2,28
7,928,1,24
13,888,1,28
18,1112,0,0
1,7219,1,27
19,2064,2,40
5,6323,0,0
5,6936,2,14
4,362,0,0
12,5180,2,12
12,914,1,86
4,5087,0,0
9,4136,2,60
10,2916,0,0
4,5922,2,60
18,2590,1,68
5,1247,0,0
8,4164,2,10
5,6288,2,28
8,3712,0,0
13,1676,1,38
3,6046,0,0
6,1455,0,0
12,2706,1,38
2,4420,2,44
11,815,0,0
1,1334,2,18
21,1360,1,40
8,5044,1,24
3,1937,0,0
8,1956,2,8
10,374,1,84
3,5111,1,23
3,1898,2,30
17,1631,0,0
6,6442,2,20
20,2510,2,26
5,5340,1,30
5,4884,0,0
6,2072,0,0
8,1603,0,0
1,4882,0,0
5,1145,0,0
9,4464,1,28
16,1704,0,0
19,1432,1,8
18,2723,0,0
2,6208,1,40
20,464,1,48
15,2058,0,0
12,3095,0,0
1,9220,2,32
2,5460,2,8
3,476,2,26
11,2644,1,28
18,1780,1,32
10,4923,0,0
8,2056,0,0
15,3052,0,0
2,8336,1,34
14,575,0,0
9,5184,1,24
2,5627,0,0
11,3707,0,0
20,1832,1,20
1,6622,1,14
18,1747,2,20
16,1084,2,72
5,5332,2,36
16,904,1,20
16,26,0,0
17,2250,2,14
9,737,0,0
2,4076,2,72
16,114,0,0
16,387,0,0
10,474,0,0
12,3290,0,0
18,556,0,0
14,1200,0,0
9,4765,0,0
5,588,1,14
6,4768,0,0
6,2104,2,28
8,509,0,0
14,2940,1,40
5,2620,2,24
18,480,0,0
15,2900,2,20
1,8474,1,31
14,2552,1,48
9,3939,0,0
5,5470,0,0
8,412,2,24
3,960,1,28
11,4218,0,0
12,2276,2,16
21,1541,0,0
3,692,2,40
2,1504,1,20
2,4268,0,0
2,1754,2,33
1,6989,2,21
20,1232,0,0
6,2295,0,0
11,523,0,0
19,1581,0,0
8,1048,0,0
12,4342,0,0
21,1444,1,52
8,1340,1,60
1,8622,0,0
7,6288,2,20
7,1364,2,36
3,4780,1,64
12,1900,1,12
16,221,0,0
5,3012,0,0
6,179,0,0
8,666,0,0
12,319,0,0
7,739,0,0
12,2780,2,12
11,3848,2,27
3,6614,0,0
18,1812,2,32
1,3346,0,0
19,218,0,0
7,4180,2,84
15,2399,2,30
6,1590,0,0
13,2592,0,0
6,2134,2,14
8,4820,1,12
13,980,2,24
11,1065,0,0
2,3688,0,0
20,1890,2,38
9,377,0,0
2,8068,1,16
2,1602,1,80
5,7088,0,0
9,863,0,0
4,4488,0,0
9,4779,0,0
3,1236,0,0
5,5996,0,0
20,1793,0,0
1,2563,0,0
19,1108,1,92
4,4064,0,0
7,952,2,24
6,4496,2,16
7,4883,0,0
4,1917,0,0
13,1186,0,0
14,383,0,0
8,870,2,60
19,652,1,12
3,7735,0,0
19,1501,0,0
8,3628,1,52
1,455,0,0
9,4042,2,10
1,396,0,0
4,1638,0,0
7,1036,2,28
6,892,0,0
18,3072,2,54
6,1175,0,0
3,3723,0,0
21,231,0,0
2,9568,2,20
3,4056,1,38
8,3852,2,28
5,2361,0,0
2,2330,0,0
10,1976,1,56
1,8152,2,32
5,3796,1,44
22,968,2,8
6,566,1,60
10,3170,0,0
21,1565,0,0
14,2600,2,48
18,2663,0,0
3,2712,2,36
13,2760,0,0
3,2934,0,0
11,2632,2,20
18,1848,1,12
1,361,0,0
14,2054,1,46
6,2024,2,22
2,6692,1,68
4,3470,2,18
1,8232,1,32
10,2113,0,0
1,1072,2,26
14,1407,0,0
18,102,1,10
1,7921,0,0
17,779,0,0
1,1377,0,0
11,3877,0,0
12,1767,0,0
19,1051,0,0
14,3836,1,20
19,2214,0,0
15,2624,2,24
1,6286,1,38
17,762,0,0
14,3680,2,28
15,2901,0,0
10,4208,0,0
9,4504,2,12
21,1617,0,0
5,1666,1,12
3,7460,2,36
20,1382,1,40
5,3500,1,4
17,2964,1,8
17,1602,0,0
12,168,1,8
8,3757,0,0
10,3874,1,22
18,2756,0,0
7,3684,2,22
11,308,2,12
18,1782,2,34
22,1928,0,0
2,8118,0,0
16,410,0,0
10,774,0,0
11,3580,0,0
18,652,0,0
1,4494,2,14
3,5134,2,23
10,2990,1,30
15,129,0,0
1,452,0,0
5,1396,0,0
5,881,0,0
9,2073,0,0
3,3454,0,0
20,220,1,24
5,6058,0,0
4,1006,2,28
20,1710,2,28
5,5001,0,0
3,2088,2,8
6,970,2,106
6,5972,1,32
1,3052,1,68
14,899,0,0
10,878,0,0
20,1814,2,10
3,7837,1,13
4,4416,0,0
3,2917,0,0
19,1983,0,0
14,178,0,0
4,2602,0,0
6,5678,2,90
10,3924,2,28
6,4948,1,70
1,5208,0,0
18,1616,0,0
17,328,2,8
4,6842,2,14
1,9331,0,0
22,1336,2,20
9,900,2,28
6,5996,2,24
6,1890,0,0
2,5991,0,0
2,2714,0,0
18,2766,0,0
1,9948,0,0
3,6860,0,0
20,330,0,0
11,415,2,24
6,6334,0,0
11,4580,1,84
7,2306,0,0
8,5710,0,0
4,6634,0,0
1,6936,2,10
3,2428,0,0
5,4527,0,0
14,4286,0,0
4,2038,0,0
3,4175,0,0
6,3111,0,0
2,8495,0,0
11,1106,2,54
1,1784,2,40
13,1049,0,0
4,6150,2,18
1,3558,0,0
14,2936,2,20
11,193,0,0
15,2882,1,18
8,5832,0,0
3,5216,1,14
11,5270,0,0
7,1456,2,16
6,6810,0,0
7,1902,0,0
16,3020,2,12
3,3950,1,30
5,5604,1,36
10,1236,2,10
1,1160,2,12
15,3184,2,20
8,1690,2,10
17,2412,2,24
11,1948,0,0
11,5077,0,0
2,1682,2,80
3,4266,0,0
2,3199,0,0
2,3370,0,0
10,2620,2,24
7,335,0,0
20,1740,1,10
8,5667,0,0
6,1652,1,16
8,3613,0,0
3,4235,0,0
3,5112,2,22
2,7906,1,40
19,432,2,8
1,2975,0,0
9,4885,0,0
10,3040,1,40
8,4327,0,0
6,2889,0,0
14,2784,2,12
4,156,1,12
2,4010,0,0
13,914,0,0
20,90,0,0
7,984,2,32
2,5909,0,0
7,304,2,22
8,800,1,68
16,3053,0,0
11,432,2,40
19,2256,0,0
8,4970,1,22
6,3532,0,0
7,1232,1,16
7,3660,1,24
17,90,2,12
11,2956,2,12
7,4868,2,44
7,6350,2,14
10,4868,2,12
18,0,1,40
3,4522,2,12
2,3038,2,32
2,288,1,68
5,1137,0,0
11,2612,1,20
2,8070,1,14
8,1116,2,8
7,4038,1,48
9,7,0,0
10,3640,1,20
6,1744,1,30
6,2975,1,63
2,2057,0,0
6,6048,2,44
21,1634,2,12
18,2872,1,20
4,1896,1,28
7,12,2,12
12,1667,0,0
5,5298,1,34
14,1346,0,0
14,4180,1,24
8,360,0,0
11,3553,0,0
14,1977,0,0
7,81,0,0
12,2095,0,0
19,1469,0,0
11,1235,0,0
3,4666,0,0
20,1292,2,12
6,4680,2,20
5,2263,1,63
13,4189,0,0
16,80,2,28
22,1487,0,0
16,2578,0,0
7,4391,0,0
17,2290,1,36
12,596,1,12
9,3674,0,0
17,1040,2,30
2,6383,0,0
5,1748,2,32
11,4909,0,0
12,4356,2,34
1,6056,2,6
6,6384,2,40
4,2588,0,0
10,1261,0,0
15,1290,0,0
1,4308,2,48
10,2594,0,0
13,2638,0,0
17,2350,2,24
3,444,1,32
7,5618,0,0
13,3034,1,68
8,1795,0,0
18,424,2,28
8,3800,1,24
2,4468,0,0
10,471,0,0
1,9127,1,23
10,3768,0,0
1,6184,0,0
14,4113,0,0
3,1980,2,20
19,1836,2,20
15,3012,2,28
12,1912,2,12
1,1244,0,0
12,4600,2,24
3,2144,0,0
11,2448,2,28
17,1538,1,14
19,2109,0,0
18,1412,0,0
21,194,0,0
8,2372,2,16
20,1916,2,26
10,4060,2,80
7,6252,2,28
13,1714,1,64
10,1186,2,30
21,411,0,0
1,3135,0,0
18,1896,2,15
17,1526,1,8
10,3635,0,0
9,948,0,0
17,2264,2,12
2,4100,1,24
19,140,2,8
5,3375,0,0
2,2590,2,8
1,5230,0,0
1,1636,2,16
1,7935,0,0
6,1013,0,0
10,762,0,0
1,4432,0,0
1,6498,2,42
15,2860,0,0
5,1746,2,30
7,2406,0,0
7,510,0,0
7,1328,1,36
4,460,2,38
1,894,1,38
20,928,2,8
12,4515,2,24
2,432,1,40
8,2908,1,20
11,5116,0,0
1,6968,2,60
1,834,2,26
10,669,0,0
1,808,2,40
6,5128,0,0
2,436,2,28
12,44,1,26
7,5976,1,8
2,976,2,16
6,6151,0,0
5,1496,2,28
17,2614,1,14
2,2028,2,76
2,9404,0,0
7,5248,2,26
3,3536,0,0
3,1718,1,56
13,319,0,0
4,3448,0,0
12,1978,0,0
1,6352,0,0
8,4130,2,38
11,4646,0,0
2,1721,1,33
2,3844,0,0
4,2327,0,0
11,4349,0,0
11,339,0,0
1,9380,1,32
13,182,0,0
13,4048,1,24
4,4266,2,70
20,115,0,0
11,3121,0,0
20,2275,0,0
19,584,2,28
3,2570,0,0
2,5246,0,0
6,745,0,0
21,1534,2,24
11,8,1,6
12,161,0,0
3,3148,1,16
20,1424,2,20
2,5062,0,0
16,2437,0,0
3,1470,1,22
2,9018,0,0
20,0,1,208
3,5968,1,14
15,3608,1,24
11,5046,2,16
8,5854,2,24
21,1562,1,32
6,992,2,12
3,3622,2,92
7,184,2,54
11,2739,0,0
4,5551,0,0
5,5296,1,36
4,824,0,0
14,3721,0,0
8,4122,0,0
1,5551,0,0
18,489,0,0
12,893,0,0
18,87,0,0
1,1478,1,38
6,4324,0,0
8,5656,2,68
8,5098,0,0
10,958,0,0
9,4167,0,0
12,3655,0,0
12,4475,0,0
6,1888,0,0
2,137,0,0
13,3812,2,10
8,2979,0,0
10,3939,0,0
15,2024,2,80
2,1350,0,0
2,1496,0,0
22,1877,0,0
18,877,0,0
11,5264,1,52
3,7631,0,0
14,2892,2,32
5,4308,1,48
5,1402,1,38
19,623,0,0
6,5973,1,22
6,2649,0,0
22,2041,0,0
18,660,0,0
19,672,1,24
14,1400,2,28
16,1864,0,0
18,976,2,36
6,5972,1,24
12,2708,1,36
11,4412,1,34
4,348,0,0
21,414,0,0
11,2372,1,6
1,4366,0,0
7,4796,1,12
14,3212,0,0
12,263,0,0
4,5827,0,0
7,2131,0,0
3,4220,0,0
1,7089,0,0
19,1718,1,4
4,344,2,60
5,4772,0,0
14,4292,2,52
2,4352,2,64
3,1802,2,28
13,122,0,0
4,978,1,28
1,354,0,0
6,1288,1,24
17,1693,0,0
7,1791,0,0
10,1064,1,40
6,6289,0,0
14,243,0,0
8,1132,2,4
5,6071,0,0
2,3880,1,8
21,1183,0,0
10,96,0,0
8,1475,0,0
15,1960,0,0
13,4544,2,20
13,3207,0,0
3,2500,0,0
5,576,0,0
16,52,2,24
7,4208,2,28
15,3744,2,12
2,1602,1,82
1,5786,0,0
10,4156,1,20
5,1636,1,28
12,1917,0,0
3,7766,1,8
15,1498,2,28
19,128,2,10
2,2514,0,0
1,268,2,28
2,1750,2,12
12,1820,1,36
9,331,0,0
5,7210,0,0
10,2472,0,0
5,4310,2,28
12,2296,1,8
17,2888,1,28
5,2912,1,14
2,7930,2,12
13,776,0,0
1,3779,0,0
12,488,1,12
8,5627,0,0
6,2190,0,0
6,505,2,42
11,2506,2,20
6,1670,2,32
6,6475,0,0
3,2344,2,28
8,4183,0,0
2,6872,2,60
1,6080,2,6
1,7999,0,0
5,5816,2,72
6,1728,2,12
14,2320,0,0
14,942,1,20
1,3657,0,0
1,9188,1,32
15,1632,1,36
9,3648,1,28
7,5781,0,0
7,1608,2,24
22,1010,0,0
9,780,2,20
12,4742,1,12
6,2943,0,0
7,4660,1,12
3,1942,0,0
22,660,0,0
15,1340,1,32
7,2623,0,0
12,1422,0,0
12,2240,2,40
8,2270,0,0
1,6792,1,64
12,3788,0,0
14,3975,0,0
8,5018,2,26
18,1212,0,0
6,2204,2,52
6,216,2,12
20,1814,1,18
6,462,2,18
5,2180,2,28
7,2415,0,0
6,1704,1,24
8,398,0,0
4,2146,0,0
6,6424,2,20
10,216,1,12
5,4038,0,0
1,7680,0,0
2,2926,0,0
17,2822,1,34
8,2748,1,28
15,2588,1,12
6,891,0,0
11,2700,2,28
16,480,2,40
17,1900,2,32
11,5120,1,30
6,675,0,0
15,2600,2,24
15,3026,1,14
2,7453,0,0
10,912,0,0
2,4008,0,0
2,6118,0,0
11,1843,0,0
9,3346,0,0
11,3320,1,22
1,3643,0,0
15,3715,0,0
7,1962,0,0
5,4302,0,0
3,1770,2,14
8,5044,1,25
2,9278,1,16
15,2768,2,28
1,9422,0,0
18,92,1,10
6,1741,0,0
8,4834,1,12
1,9944,0,0
14,980,2,18
6,216,2,14
1,9541,0,0
6,5196,1,8
8,1314,0,0
2,3424,1,8
12,3756,1,24
5,5544,2,28
5,6344,1,32
21,1772,1,10
2,6891,0,0
16,3034,1,54
4,420,1,40
16,3088,1,36
10,3363,0,0
3,2160,2,28
1,2532,1,28
10,4640,1,36
20,1448,2,16
9,5436,1,44
1,4119,0,0
12,2424,0,0
2,2294,0,0
8,4548,1,72
6,1702,2,14
7,3608,1,20
2,1694,2,12
2,9434,0,0
5,6255,0,0
3,7800,1,16
6,1742,1,34
15,1165,0,0
5,4576,1,40
3,1772,2,56
19,556,2,24
14,2014,0,0
4,68,1,32
11,1770,0,0
6,2288,2,40
21,833,0,0
5,3840,1,20
12,3724,1,32
11,2740,0,0
1,9336,1,44
3,3131,0,0
13,4570,0,0
2,6866,0,0
10,4112,1,30
17,1200,0,0
1,4918,0,0
2,2985,0,0
13,3743,0,0
8,3135,0,0
1,8835,0,0
4,6812,0,0
17,178,0,0
5,1093,0,0
6,6430,0,0
8,2432,0,0
1,2110,0,0
5,3504,2,4
1,2000,0,0
13,1052,0,0
3,4005,0,0
8,2678,1,16
2,9540,0,0
4,2108,1,4
3,7564,0,0
4,3056,2,28
11,1708,0,0
2,2823,0,0
6,4299,0,0
15,1618,0,0
11,2612,1,32
17,483,0,0
9,5568,2,20
3,1774,2,56
1,4646,0,0
3,3056,0,0
10,1156,1,30
1,9309,0,0
1,4557,0,0
8,2356,1,16
12,500,2,12
20,361,0,0
2,2612,1,24
15,2492,0,0
3,2371,0,0
15,3961,0,0
10,374,2,59
5,5548,2,32
18,455,0,0
4,1444,1,12
22,1878,2,8
11,1768,0,0
3,2580,1,48
3,5946,1,14
11,3342,2,22
18,1188,1,40
7,5414,2,16
6,3863,0,0
9,4636,1,24
1,480,0,0
1,6574,0,0
1,5353,0,0
6,3312,0,0
17,3119,2,11
6,1709,0,0
7,4229,0,0
15,3159,0,0
3,1288,2,56
13,4378,0,0
22,2000,0,0
2,8824,1,90
3,5282,2,52
11,2878,0,0
22,443,0,0
12,5084,0,0
22,1702,1,12
22,2034,0,0
1,2048,1,20
3,7713,0,0
3,1916,0,0
13,699,0,0
9,5592,0,0
20,1954,0,0
4,5423,0,0
22,698,0,0
6,5776,1,20
3,3980,1,40
4,291,0,0
16,204,2,28
1,416,0,0
1,9272,2,14
8,3830,1,22
5,1309,0,0
1,3815,0,0
8,4814,0,0
7,266,0,0
3,6381,1,30
16,2352,1,136
5,4137,0,0
4,480,0,0
5,5218,2,116
6,5969,0,0
3,3984,0,0
1,7344,1,17
21,1772,1,32
18,1034,0,0
9,418,0,0
3,1928,1,24
10,2906,2,18
8,3514,0,0
5,4335,0,0
16,1603,0,0
12,3667,0,0
9,5350,0,0
11,4456,2,12
15,459,0,0
5,5370,2,37
2,7073,0,0
4,544,2,24
14,1076,0,0
1,6636,2,14
1,8532,2,26
15,2511,0,0
18,508,2,14
1,7160,1,24
15,253,0,0
5,4114,2,12
8,4352,1,38
17,289,0,0
10,4080,1,32
5,6923,0,0
15,255,0,0
10,1226,1,10
11,493,1,25
10,1284,2,46
8,1128,2,20
16,2324,1,28
18,2506,0,0
1,4957,0,0
5,7052,0,0
1,1459,0,0
11,4120,1,20
11,588,0,0
8,4728,0,0
9,1945,0,0
5,6270,1,18
6,1512,0,0
2,7944,0,0
9,5183,0,0
9,1761,0,0
5,2130,0,0
8,561,0,0
6,5567,0,0
9,4660,2,24
13,1316,2,22
2,6248,1,76
4,652,2,24
6,2567,0,0
3,5564,1,60
11,2886,2,22
9,4076,1,60
5,5500,1,16
4,4256,2,60
8,2339,0,0
2,9030,1,7
10,2122,0,0
7,4824,1,44
12,784,0,0
4,2185,0,0
8,2684,0,0
9,1183,0,0
4,1055,0,0
18,1998,0,0
1,4511,0,0
10,1775,0,0
2,8914,2,90
2,3960,1,8
6,405,0,0
2,3432,2,8
10,3908,1,16
13,615,0,0
4,6833,0,0
13,508,0,0
13,1778,2,64
18,2392,2,24
1,6512,1,20
3,18,2,16
14,3172,2,40
15,3024,1,18
11,916,1,136
11,1468,1,4
16,3254,0,0
12,4516,2,24
22,976,1,8
4,4187,0,0
1,6008,1,48
18,386,0,0
3,1564,1,20
1,3491,0,0
2,7120,1,28
3,4214,1,40
2,7304,1,16
19,988,0,0
3,6086,0,0
3,1042,0,0
1,1072,1,18
19,401,0,0
5,3072,1,32
8,428,2,12
19,284,1,36
22,1933,0,0
14,1056,0,0
10,3081,1,70
6,464,1,44
1,105,0,0
3,3988,0,0
11,2780,2,44
10,2118,0,0
6,6224,1,12
14,3732,2,32
1,4271,0,0
11,682,0,0
12,2917,0,0
7,486,0,0
18,204,2,44
2,5860,0,0
7,4924,2,56
3,1492,2,22
12,2136,1,30
11,1568,0,0
7,691,0,0
17,3009,0,0
13,3963,0,0
9,4545,0,0
6,492,2,28
7,1008,1,28
6,2932,1,24
1,1912,0,0
10,4482,2,18
1,3630,0,0
1,5796,1,8
8,5025,0,0
9,3845,0,0
17,3164,2,44
7,432,0,0
8,3946,0,0
17,2308,0,0
5,4373,0,0
14,3933,0,0
4,1377,0,0
3,3942,2,44
1,9412,1,12
3,5042,0,0
3,2124,1,8
12,344,1,34
17,2640,2,28
4,6641,1,15
3,493,0,0
17,2548,0,0
2,6760,1,32
7,5573,0,0
5,2620,1,28
13,210,0,0
12,4368,0,0
13,2382,0,0
13,1445,0,0
13,4482,0,0
13,411,0,0
1,2221,0,0
2,2009,0,0
8,324,1,32
6,1280,1,32
6,487,0,0
10,936,2,46
4,2966,2,10
16,982,1,28
9,2045,0,0
1,7800,0,0
12,4472,2,20
7,4810,0,0
13,1224,0,0
19,2136,0,0
6,2549,0,0
3,3074,0,0
8,3205,0,0
11,1382,1,14
6,2063,0,0
3,2762,1,18
1,8736,1,66
2,6812,2,20
13,2345,0,0
8,1005,0,0
11,494,2,12
6,4489,0,0
18,654,0,0
8,2678,2,12
3,5470,2,40
11,3012,2,8
7,5918,1,34
7,5127,0,0
6,5486,2,10
5,5948,1,28
22,717,0,0
9,4652,0,0
13,2373,0,0
2,6560,1,60
9,2735,0,0
11,416,2,24
7,1974,0,0
10,3960,2,8
1,4308,1,24
18,2211,0,0
7,5508,2,16
10,2596,2,28
14,2719,0,0
9,3183,0,0
3,7094,2,26
5,2596,2,40
12,2592,1,36
1,9270,2,12
16,450,0,0
1,1015,0,0
5,4317,0,0
10,1040,1,24
22,1462,2,36
11,3163,0,0
1,7282,2,36
8,4552,0,0
2,2592,1,12
13,2127,0,0
1,7641,0,0
8,4160,0,0
8,1982,0,0
6,5919,0,0
2,8504,0,0
5,6898,0,0
21,589,0,0
2,668,2,36
4,1848,0,0
11,1798,1,34
5,3793,0,0
3,5372,1,58
3,401,0,0
7,777,0,0
5,2648,2,28
2,3456,1,28
2,8824,2,32
7,3386,2,42
6,1040,2,34
11,84,0,0
6,3965,0,0
15,1988,0,0
1,4492,2,36
11,1417,0,0
8,5800,2,26
15,902,0,0
5,1133,0,0
2,213,0,0
5,4948,0,0
12,516,1,20
14,1404,1,32
6,6583,0,0
17,62,1,16
1,7130,1,30
20,1312,2,32
20,1880,0,0
2,3456,2,22
2,4475,0,0
9,3778,0,0
2,8672,2,24
5,4102,1,12
15,3225,0,0
18,2651,0,0
15,2368,1,28
5,1002,0,0
7,3592,1,36
4,6173,0,0
20,1996,0,0
13,3980,1,12
4,5737,0,0
3,6661,0,0
6,4582,0,0
19,1446,2,28
9,5048,2,24
2,1368,0,0
12,3360,0,0
11,4897,1,20
4,3056,1,28
17,1401,0,0
7,697,0,0
1,3620,1,48
2,2436,1,48
3,6736,0,0
5,4770,0,0
19,1884,1,27
11,109,0,0
3,4078,2,22
13,3148,2,14
20,431,0,0
11,4139,0,0
15,1139,0,0
6,1716,2,12
13,1584,1,26
10,2538,2,36
2,1250,0,0
20,512,2,48
3,1232,1,40
21,1126,0,0
11,1052,1,52
3,6380,2,46
4,5239,0,0
5,5960,1,16
13,4337,0,0
5,2732,2,76
11,1093,0,0
17,1138,0,0
9,3620,1,56
11,4116,0,0
9,3110,0,0
4,2438,0,0
9,2278,0,0
6,743,0,0
4,2598,0,0
12,2614,0,0
1,1260,0,0
2,2748,2,18
13,860,2,30
4,951,0,0
20,832,2,8
4,5944,1,8
16,518,0,0
7,4630,1,30
12,4780,0,0
7,6060,2,20
3,5960,2,8
5,1284,1,22
6,6113,0,0
11,1096,0,0
1,8572,2,36
19,1400,2,14
2,6682,0,0
2,472,1,56
4,7010,1,16
9,3710,0,0
4,976,1,28
12,4466,0,0
2,8822,0,0
2,3620,2,28
5,168,0,0
15,1333,0,0
15,3456,2,24
2,7802,0,0
2,6812,1,20
1,6252,1,34
13,1778,1,44
7,3244,2,140
4,1940,0,0
15,3846,0,0
1,3532,0,0
5,6938,1,14
5,2856,1,10
12,3964,1,12
14,2940,2,24
10,5200,1,80
6,4264,0,0
1,9412,2,32
20,48,1,52
3,1108,1,28
13,1179,0,0
7,2970,0,0
17,1285,0,0
19,1827,0,0
10,3660,1,44
10,2999,0,0
22,988,1,12
10,3192,2,8
6,3988,1,24
10,3116,2,36
5,2476,0,0
9,5126,1,22
4,6228,2,40
15,2672,1,72
1,442,2,22
9,3246,0,0
1,952,1,22
20,800,1,24
1,6364,2,40
4,4016,1,20
10,2922,2,16
8,1794,0,0
6,4843,0,0
1,5924,0,0
13,2930,0,0
9,558,0,0
14,3880,1,24
2,8339,0,0
15,2576,1,24
10,2799,0,0
8,1233,0,0
4,2316,2,28
8,5245,0,0
2,1682,2,78
8,1839,0,0
5,4237,0,0
14,3046,1,40
20,1448,1,32
2,8940,1,12
2,7847,0,0
9,103,0,0
3,4452,1,20
9,1067,0,0
12,2177,0,0
12,3225,0,0
8,4946,2,66
5,5500,2,24
15,3830,2,28
6,1256,1,24
13,1068,2,28
18,262,2,28
5,5230,2,12
4,4520,1,36
14,2278,1,36
2,6356,1,32
6,5088,0,0
21,428,1,20
14,2552,1,40
10,3896,1,10
5,7130,0,0
14,2862,1,28
11,863,0,0
10,4504,0,0
18,1881,1,15
3,2,1,16
8,1680,2,8
11,3510,0,0
19,182,0,0
8,13,0,0
3,7344,2,18
4,5520,1,76
6,6422,2,18
11,4655,0,0
11,4720,1,20
14,423,0,0
9,223,0,0
9,5618,1,30
19,348,2,28
2,1580,2,20
4,5844,0,0
16,830,1,16
18,2050,0,0
9,3347,0,0
3,2628,2,48
3,5326,1,10
2,1722,2,18
14,1116,0,0
11,2032,2,116
6,5745,0,0
6,3064,2,12
8,3980,2,16
8,4821,0,0
18,778,2,16
4,973,0,0
3,2760,2,84
7,1406,0,0
3,3329,0,0
5,1865,0,0
8,802,2,52
12,4284,0,0
