chr,pos,class,length
7,5230,2,8
8,5278,0,0
11,248,1,24
1,1897,0,0
3,5374,0,0
6,4234,1,36
22,1265,0,0
14,1624,0,0
2,794,0,0
3,1922,0,0
19,128,2,12
3,5486,0,0
9,1767,0,0
11,592,0,0
7,1718,1,40
8,5232,2,32
14,518,0,0
9,4042,1,20
4,5389,0,0
10,3812,2,26
15,3560,2,24
8,4933,0,0
4,4735,0,0
13,1610,2,28
8,2280,2,14
2,9502,0,0
17,1063,0,0
3,5960,2,14
3,5502,0,0
8,5112,2,44
11,394,0,0
11,3611,0,0
12,3410,0,0
11,4502,0,0
4,378,0,0
4,6976,2,20
10,4968,0,0
4,916,1,62
13,2928,2,80
2,4064,1,10
6,2120,1,14
12,158,1,28
9,24,0,0
4,1640,0,0
2,1580,1,20
1,3551,0,0
1,6719,0,0
6,4272,2,40
5,2912,2,24
3,5430,1,40
16,86,0,0
3,1136,2,28
1,5361,0,0
10,2815,0,0
6,3972,1,40
6,6236,2,12
20,1976,1,6
18,2107,0,0
15,803,0,0
18,1770,2,16
6,1596,2,24
22,1308,0,0
3,158,0,0
7,2242,0,0
22,1055,0,0
1,3812,0,0
15,1371,0,0
22,312,0,0
13,902,0,0
16,3428,0,0
7,5086,0,0
7,4274,0,0
9,1587,0,0
22,608,0,0
7,788,1,40
10,3020,1,60
15,1316,1,16
1,8192,2,12
7,2560,0,0
3,5230,1,52
13,713,0,0
4,6132,2,51
22,1652,1,16
3,5579,0,0
10,4732,2,56
7,2007,0,0
1,8840,1,24
11,481,0,0
15,242,0,0
7,4816,1,8
4,6252,1,17
15,2916,1,52
14,866,1,16
15,599,0,0
17,2244,2,8
1,8765,0,0
5,3593,0,0
5,4193,0,0
19,305,0,0
7,4642,0,0
6,982,0,0
10,5240,0,0
6,1615,0,0
6,3086,0,0
20,2086,1,46
10,2964,2,16
1,9468,2,20
6,3456,2,12
12,4424,0,0
14,3526,0,0
10,34,1,12
17,887,0,0
19,2289,0,0
15,433,0,0
8,3511,0,0
1,8072,1,14
11,3182,0,0
8,1515,0,0
17,2104,0,0
7,6227,0,0
20,2300,0,0
17,1990,0,0
9,3596,2,36
7,4134,0,0
8,939,0,0
12,3456,1,80
5,96,0,0
11,319,0,0
14,3700,2,20
6,4480,2,18
12,1320,0,0
15,967,0,0
7,232,2,16
8,4064,2,20
2,522,0,0
11,2039,0,0
3,542,0,0
10,3080,1,72
11,272,2,24
18,2943,0,0
4,3547,0,0
7,4805,0,0
7,4507,0,0
10,1372,0,0
4,520,1,24
12,4576,1,24
9,5620,1,8
13,2971,0,0
12,871,0,0
5,2180,1,28
19,85,0,0
9,5046,1,28
14,980,1,12
11,2713,0,0
7,3688,2,28
1,6777,0,0
2,1112,0,0
16,3572,1,40
9,5344,0,0
5,4678,0,0
21,1533,2,22
10,488,1,24
7,2707,0,0
14,3329,0,0
3,938,0,0
5,2914,0,0
4,2867,0,0
1,7465,0,0
11,2470,0,0
19,2088,2,16
8,5588,2,152
20,948,1,48
10,2657,0,0
12,5027,0,0
7,6000,2,16
8,2069,0,0
5,1360,2,24
1,8396,0,0
12,2526,0,0
12,4732,2,28
22,1084,1,44
5,5744,1,72
2,1704,1,18
6,4117,0,0
15,2834,2,44
5,68,1,16
15,3012,1,12
11,1452,1,10
1,6172,2,34
1,4594,2,14
18,828,1,12
7,904,1,24
10,2804,2,28
7,4568,1,24
1,4684,2,20
5,5084,0,0
22,1609,0,0
10,4859,0,0
5,5976,2,28
7,932,1,12
22,1167,0,0
12,2736,2,30
1,7154,0,0
3,7296,2,40
9,1320,1,20
7,1672,2,64
21,1358,1,42
21,1925,2,23
13,804,2,44
10,3305,0,0
6,3131,0,0
19,1856,1,28
5,616,0,0
22,1668,2,16
15,1189,0,0
12,4190,1,32
8,2776,1,44
5,3030,0,0
9,4420,0,0
13,4210,0,0
9,1098,0,0
11,4684,2,20
16,3008,1,10
9,3480,2,20
7,1023,0,0
13,2420,0,0
11,4664,1,24
12,572,1,24
1,1074,0,0
9,3855,0,0
6,6006,1,40
1,450,0,0
1,6454,0,0
5,688,2,22
4,508,1,36
17,3120,1,44
6,5796,2,20
2,2352,1,84
6,5720,1,12
1,7192,1,14
9,3795,0,0
8,3154,0,0
6,3583,0,0
22,1772,1,12
8,448,1,28
1,4544,2,28
2,2484,2,48
4,2844,1,32
2,318,0,0
5,5989,0,0
1,709,0,0
4,4520,2,60
12,2386,0,0
15,3737,0,0
2,3293,0,0
12,1000,1,12
4,3037,0,0
1,8191,0,0
13,996,2,16
6,5018,2,70
16,2939,0,0
11,3496,0,0
6,1668,2,28
4,744,2,44
10,2784,1,20
3,1404,0,0
3,7380,2,16
8,3964,1,16
2,5602,0,0
11,2442,1,6
2,1152,2,36
15,370,0,0
11,4589,0,0
12,2372,0,0
8,3880,0,0
8,4306,0,0
2,1116,1,32
12,3295,0,0
5,1556,2,24
21,1232,2,20
5,1965,0,0
14,2731,1,42
10,48,2,48
9,1469,0,0
19,1814,1,22
3,4399,0,0
12,4866,0,0
7,3331,0,0
5,4117,0,0
18,1778,0,0
16,3544,1,28
12,3352,0,0
10,2255,0,0
17,811,0,0
12,2504,1,36
5,3759,0,0
15,1964,2,20
20,1468,0,0
10,4156,2,12
4,1502,1,20
14,950,0,0
13,2392,0,0
13,2640,0,0
2,2987,0,0
9,2968,1,28
5,2889,2,24
1,5755,0,0
2,4450,0,0
18,2812,2,84
10,4398,0,0
18,148,2,16
1,7190,0,0
13,3621,0,0
11,1832,2,34
1,1000,2,28
3,2552,1,8
19,92,0,0
3,1576,2,12
5,889,0,0
7,6256,2,32
1,2454,0,0
2,4236,1,36
18,163,0,0
6,5008,0,0
20,1826,0,0
20,1740,2,20
10,4908,1,32
12,1499,0,0
2,2500,0,0
17,1020,0,0
11,1176,2,70
12,1937,0,0
1,2303,0,0
3,6068,1,24
8,1468,1,36
10,3184,1,8
1,8044,2,24
3,4808,2,30
12,3554,0,0
10,2743,0,0
19,118,1,10
3,6218,2,56
4,4012,0,0
7,3996,0,0
6,1384,0,0
10,3871,0,0
7,1882,0,0
22,1680,2,30
5,3472,1,48
15,2905,0,0
1,4519,0,0
2,6097,0,0
18,2664,0,0
15,2578,1,46
2,3585,0,0
2,5754,1,8
3,2615,0,0
4,4987,0,0
10,1015,2,20
2,4042,0,0
12,244,0,0
12,488,1,28
4,1522,2,20
10,5098,0,0
18,778,2,38
2,9605,0,0
1,3041,0,0
15,3477,0,0
10,234,0,0
12,2696,1,40
2,6436,1,40
20,676,0,0
1,4546,1,24
5,2168,2,16
4,5788,1,52
18,880,0,0
12,4796,0,0
8,4832,2,12
5,4665,0,0
7,5984,2,8
11,4048,0,0
1,4202,0,0
2,6116,1,28
5,3104,2,30
6,2133,0,0
6,6420,2,16
1,4268,0,0
13,1228,1,28
19,1695,0,0
5,5262,0,0
21,1636,1,64
4,1194,0,0
3,7148,1,24
15,3499,0,0
7,6187,0,0
9,4275,0,0
4,3376,2,28
6,3916,1,72
11,2984,1,20
16,3253,0,0
3,5110,2,18
13,2873,0,0
5,1636,2,52
12,158,2,32
5,3224,2,92
8,1604,2,44
21,1187,0,0
18,1552,0,0
20,1776,2,26
6,501,0,0
15,1560,1,42
4,5650,2,30
2,2446,0,0
3,336,2,128
8,2612,2,42
1,5372,0,0
11,2902,0,0
18,494,1,14
12,1164,2,40
10,3682,0,0
1,4395,0,0
1,1199,0,0
12,2753,0,0
14,1425,0,0
6,1108,0,0
10,4616,1,24
1,6389,1,11
11,1949,0,0
8,5698,1,50
4,5021,0,0
1,9599,0,0
17,2264,1,28
8,2334,0,0
12,4132,1,28
6,3456,1,54
3,5372,1,56
17,1734,0,0
4,7037,0,0
2,1848,2,16
4,4311,0,0
16,1661,0,0
14,4028,2,12
3,6068,1,40
7,6176,0,0
19,749,0,0
4,6480,2,64
18,814,2,36
8,3640,2,12
12,2334,2,28
2,9220,0,0
18,870,2,28
3,7615,0,0
17,573,0,0
1,6288,1,36
8,3565,0,0
4,2876,2,16
6,3242,0,0
2,3590,0,0
17,2236,2,34
1,7298,0,0
10,3924,2,14
18,1070,0,0
6,5430,0,0
10,1128,0,0
10,473,2,12
1,784,2,16
3,712,0,0
7,3964,2,24
20,575,0,0
10,2644,0,0
1,6116,0,0
16,259,0,0
16,2342,2,8
4,3288,1,40
10,1200,0,0
6,6622,0,0
18,148,1,12
6,1740,2,14
2,551,0,0
18,1964,1,36
9,5080,0,0
8,1055,0,0
17,1091,2,9
6,2129,0,0
1,1215,0,0
9,2521,0,0
6,204,2,36
17,1,0,0
18,2744,0,0
13,4118,0,0
4,6700,0,0
5,2294,0,0
14,497,0,0
3,6779,0,0
17,3041,2,21
2,8336,2,38
7,2164,0,0
20,2402,0,0
19,1532,2,64
19,1722,2,4
10,608,1,28
15,1095,0,0
14,3578,1,38
12,3780,1,36
11,360,2,34
20,244,2,36
14,264,0,0
11,5262,1,54
1,1887,0,0
7,928,2,26
6,1803,0,0
17,216,2,12
14,3732,1,32
14,2714,1,14
17,320,1,8
2,6263,0,0
10,3487,0,0
21,824,0,0
16,2355,0,0
2,2236,1,20
5,5560,1,6
1,1198,0,0
3,2160,1,104
9,1386,1,38
4,4036,2,8
8,288,0,0
9,3780,2,34
6,2308,2,20
6,124,1,36
21,1760,2,18
1,2676,2,8
1,2288,2,56
2,5464,2,36
9,1693,0,0
14,2350,0,0
2,6560,1,56
3,4048,1,8
11,2085,0,0
1,104,1,30
1,174,0,0
1,4570,2,24
5,5584,1,20
17,105,1,38
13,4121,0,0
5,1185,0,0
6,5824,0,0
13,3605,0,0
10,4494,2,30
6,3316,2,92
8,5150,2,38
6,6072,2,24
16,2082,1,36
22,434,0,0
1,2612,1,8
3,374,2,14
12,3204,0,0
19,1981,2,16
8,4130,2,37
12,3803,0,0
13,3881,0,0
8,3304,2,84
8,3185,0,0
14,71,0,0
11,2448,2,30
5,3559,0,0
14,593,0,0
13,1024,1,16
6,1366,2,18
18,516,0,0
2,1144,0,0
18,1748,1,32
4,3188,0,0
7,1008,2,16
5,2488,0,0
22,1495,0,0
17,2264,1,26
14,2154,1,40
20,1852,2,20
22,1165,0,0
3,3352,0,0
5,2608,0,0
4,5620,1,28
6,390,0,0
19,1308,2,60
8,2539,0,0
2,2620,1,12
11,2864,1,22
1,6896,2,16
4,5221,0,0
14,739,0,0
1,4078,2,24
17,2242,0,0
4,2359,0,0
11,881,0,0
10,2946,2,24
6,5587,0,0
10,5348,2,68
18,3120,0,0
1,6100,0,0
16,208,1,132
3,6716,1,28
17,1628,2,14
4,6762,1,32
2,4076,1,24
11,3503,0,0
6,6770,0,0
13,3980,2,41
3,5564,2,16
12,4128,2,36
2,7527,0,0
7,3360,0,0
4,4452,2,16
7,4628,1,32
16,520,1,40
3,5472,2,44
3,3944,1,36
16,1675,0,0
6,821,0,0
13,3029,0,0
11,3066,1,28
2,1148,2,32
3,4056,1,24
8,1727,0,0
4,236,2,36
1,2416,1,88
2,7075,0,0
8,2288,1,44
2,4974,0,0
4,6069,0,0
12,3952,2,74
2,744,1,60
3,642,0,0
2,1238,2,24
11,2506,1,6
5,2564,1,30
2,3396,0,0
1,4708,1,32
9,4253,0,0
15,87,0,0
7,450,0,0
4,7136,0,0
10,1064,1,10
1,6173,0,0
7,4660,2,32
14,1400,1,52
4,7092,1,8
6,3064,1,160
1,4973,0,0
14,1023,0,0
19,33,0,0
1,4580,2,8
18,3018,1,54
1,8366,0,0
5,3074,1,30
19,1534,2,66
4,1353,0,0
1,9450,1,22
1,1688,0,0
5,6324,1,19
16,846,2,16
6,2386,0,0
3,5162,2,28
6,1764,2,20
10,460,1,12
10,2502,1,36
22,1181,0,0
8,2384,1,68
2,5486,2,20
21,1444,2,44
10,676,2,40
13,1892,2,8
3,2580,1,68
7,5594,0,0
7,5728,2,12
3,3980,2,38
15,2398,2,30
11,2492,0,0
4,2679,0,0
9,1687,0,0
1,2100,2,32
20,1712,1,28
14,2152,2,28
8,1523,0,0
14,472,0,0
1,7841,0,0
3,7344,2,48
9,304,1,96
2,5421,0,0
3,995,0,0
8,2822,1,42
7,2626,0,0
4,6048,1,32
1,9223,0,0
6,2251,0,0
1,1317,0,0
7,2679,0,0
19,1479,0,0
4,1928,0,0
13,2972,1,24
17,1928,1,8
4,628,1,12
10,3672,0,0
9,3555,0,0
16,2676,2,24
4,3578,1,26
13,1176,1,24
12,4160,2,28
2,4819,0,0
19,1994,0,0
18,2106,1,10
8,2778,1,42
3,1742,1,32
17,1740,2,12
3,130,1,44
3,2287,0,0
7,1300,1,28
17,118,2,10
6,5852,2,56
18,2808,2,80
12,4706,1,26
20,1958,0,0
1,150,0,0
1,6400,2,36
9,1901,0,0
1,9380,1,28
1,9850,0,0
2,3079,0,0
8,2852,0,0
3,3355,0,0
2,3167,0,0
7,458,0,0
21,1111,0,0
16,1012,2,30
7,5716,1,12
1,3924,0,0
17,252,0,0
8,2928,1,40
7,1871,0,0
9,2914,0,0
14,2414,0,0
2,2154,0,0
3,817,0,0
13,916,2,28
10,3020,2,30
1,8802,2,66
1,1516,2,38
7,5458,0,0
21,1692,0,0
3,665,2,13
2,5457,0,0
9,3143,0,0
5,1440,2,64
5,5913,0,0
2,4064,2,58
13,1144,2,44
6,4408,0,0
11,3777,0,0
20,2307,0,0
3,3030,0,0
7,3859,0,0
16,521,0,0
2,4377,0,0
9,479,0,0
16,176,1,30
21,680,2,56
6,835,0,0
12,4,0,0
1,804,0,0
14,962,1,18
1,6604,2,72
10,1734,0,0
3,3916,0,0
2,1184,0,0
19,1056,0,0
5,7229,0,0
3,7452,2,28
21,207,0,0
5,7236,2,32
19,686,2,14
12,4227,0,0
7,2032,2,28
1,9448,1,20
16,1009,0,0
2,5762,2,8
21,804,0,0
5,2468,2,6
2,600,2,72
14,1611,0,0
20,2238,0,0
3,7124,1,24
1,6324,2,38
18,102,2,68
20,2108,2,22
14,3044,1,44
5,3022,2,22
14,3314,0,0
20,1135,0,0
2,8298,1,38
21,349,0,0
3,4511,0,0
17,2659,0,0
4,3180,1,12
18,1873,0,0
15,3584,1,6
7,3600,0,0
15,1944,1,20
10,462,1,10
8,2184,0,0
7,2499,0,0
6,1716,1,28
11,245,0,0
8,3628,1,12
15,1500,1,28
7,3940,1,20
1,1328,0,0
5,2950,0,0
16,478,2,18
5,3650,0,0
1,5104,0,0
5,2408,2,44
5,3520,1,84
15,3022,2,10
8,5436,1,152
7,5222,1,8
13,1092,2,24
15,2404,0,0
6,822,1,42
2,6922,0,0
1,7316,1,28
5,3520,1,36
2,4004,2,6
11,1312,1,40
20,1360,1,20
10,3724,2,20
2,4308,0,0
21,1592,2,32
6,1184,2,24
4,4194,0,0
9,1292,2,52
5,6559,0,0
1,6702,2,30
15,2270,1,44
12,2151,0,0
10,1284,2,48
2,4705,0,0
8,932,2,16
13,2396,1,48
12,854,1,60
7,5564,1,28
6,464,1,28
1,8906,2,42
5,2690,0,0
9,4658,1,26
8,1464,1,40
5,2155,0,0
1,5367,0,0
17,2840,0,0
20,1424,1,60
3,5980,2,12
6,1704,1,12
2,7047,0,0
1,7629,0,0
16,3126,1,96
1,9256,1,16
14,760,2,760
7,789,1,39
8,5828,2,8
8,4093,2,30
16,1830,0,0
13,1802,1,20
1,1963,0,0
10,5046,1,22
15,1286,2,4
4,7454,1,32
11,2632,1,10
3,6751,0,0
7,5432,0,0
6,1652,1,14
1,2994,0,0
2,883,0,0
12,2027,0,0
8,944,1,28
13,2362,0,0
14,1572,0,0
17,1252,2,24
18,3054,0,0
2,2606,0,0
12,2932,0,0
6,5852,2,12
2,7704,2,8
20,2479,0,0
2,4812,0,0
4,7334,0,0
1,4373,0,0
3,6591,0,0
3,7108,0,0
11,878,0,0
1,8615,0,0
14,1670,0,0
20,1682,2,68
5,3537,0,0
11,493,2,11
17,1992,0,0
17,1958,0,0
9,352,0,0
11,3339,0,0
12,294,1,26
15,1560,2,12
3,1272,2,40
13,4450,0,0
14,2634,0,0
16,1228,2,14
10,3667,0,0
1,1270,0,0
16,3353,1,28
19,740,1,24
11,2356,1,6
8,2740,0,0
3,5757,0,0
13,4461,0,0
18,2190,0,0
5,6324,2,36
21,1442,2,12
17,455,0,0
22,1716,2,34
4,6031,0,0
2,1233,0,0
14,3854,0,0
19,50,2,50
2,3260,0,0
6,4941,0,0
4,6646,0,0
2,9336,1,44
9,5616,1,32
4,1048,0,0
7,5096,0,0
8,2813,0,0
2,2917,0,0
16,2346,0,0
10,3629,0,0
19,512,2,44
6,5752,2,42
10,969,0,0
1,6324,1,40
6,3584,1,40
7,2396,0,0
1,171,0,0
2,29,0,0
11,2946,1,12
4,5136,2,88
2,1600,2,20
8,4992,2,22
8,2674,0,0
15,3348,1,8
14,2402,1,40
18,132,1,16
17,1252,2,36
11,4358,0,0
2,2632,2,12
2,3434,1,22
7,3628,1,30
19,424,1,8
4,638,0,0
17,1936,2,8
20,989,0,0
7,5640,0,0
20,1269,0,0
8,4232,2,12
13,3458,0,0
8,2223,0,0
12,966,0,0
9,1472,1,28
17,2856,1,32
7,1536,2,80
3,2530,2,28
2,7364,1,76
2,1905,2,19
17,2236,1,28
2,2528,0,0
14,3700,1,31
11,610,2,28
2,7881,0,0
6,5214,1,34
7,3688,1,28
3,3712,0,0
3,5134,1,10
8,2128,0,0
6,324,2,32
11,4860,2,16
1,8386,0,0
22,1476,1,44
6,3331,0,0
6,1640,1,28
20,1360,2,24
9,4032,1,10
8,2694,1,44
4,7406,2,32
3,4809,0,0
9,2715,0,0
7,3940,2,36
1,7138,0,0
3,4492,2,20
11,406,0,0
1,9412,2,28
21,1880,0,0
8,4046,1,18
2,7604,0,0
9,4458,0,0
18,1662,0,0
4,0,1,20
14,2959,0,0
17,357,0,0
11,47,0,0
9,3660,0,0
18,1764,2,10
1,964,2,12
10,2040,0,0
4,1600,1,36
7,4673,0,0
1,998,1,26
2,2924,1,14
13,1279,0,0
2,9646,0,0
5,2462,1,6
18,2182,0,0
6,4495,0,0
1,4415,0,0
19,255,0,0
10,46,1,78
14,1578,1,20
8,2340,0,0
1,6612,1,12
14,3764,2,32
3,6092,2,24
10,4856,1,12
1,7344,2,28
8,4622,0,0
20,947,0,0
6,2079,0,0
13,3970,0,0
14,2728,2,14
10,4984,1,30
3,7311,0,0
4,2065,0,0
14,2398,2,16
6,2503,0,0
22,1774,2,30
11,1460,2,8
18,203,1,31
7,3053,0,0
2,280,1,8
18,2514,0,0
9,1338,0,0
6,6314,0,0
8,1280,0,0
1,1934,0,0
16,2077,0,0
9,2821,0,0
8,4620,2,72
4,1678,1,38
4,297,0,0
2,6898,0,0
15,3544,0,0
6,6685,0,0
1,1224,0,0
2,2557,0,0
3,6380,1,32
16,796,2,14
10,936,1,56
12,4461,0,0
3,6292,1,42
14,2662,0,0
2,3217,0,0
1,840,1,22
8,3200,0,0
14,3176,1,104
13,3206,1,58
11,391,1,24
12,3665,0,0
1,1839,0,0
15,3784,0,0
12,2423,0,0
3,2001,0,0
10,4559,0,0
3,1232,1,56
5,4838,0,0
19,589,0,0
5,2741,0,0
14,360,0,0
5,6176,2,44
2,3900,0,0
11,2284,1,20
16,2884,1,60
9,2668,0,0
5,4042,2,54
3,2132,1,26
9,3405,0,0
18,2962,1,18
8,1947,0,0
2,3697,0,0
19,2034,1,6
9,3746,1,34
18,2472,0,0
12,536,1,38
6,3606,0,0
14,2347,0,0
21,245,0,0
8,2515,0,0
5,2326,2,16
7,4272,2,16
4,6132,1,28
1,492,1,18
2,8404,2,34
2,3874,0,0
22,1744,2,26
1,1148,2,24
12,2304,1,12
3,3836,0,0
5,7212,2,4
8,620,0,0
22,1742,2,40
4,2009,0,0
4,6188,1,40
3,1365,0,0
21,949,0,0
10,950,2,6
8,5747,0,0
15,2910,0,0
10,4078,0,0
21,1580,1,10
8,3000,2,32
7,4474,0,0
14,4088,1,8
4,2506,0,0
4,7456,1,32
7,2038,0,0
1,8456,2,56
11,2460,2,12
2,3384,1,40
6,1772,2,28
7,5080,0,0
10,4758,1,52
1,6796,2,20
11,4756,1,12
11,3464,2,20
19,664,2,12
4,200,2,32
6,6139,0,0
21,1112,0,0
8,5729,0,0
17,2692,1,10
20,1784,2,8
6,4046,0,0
5,1454,0,0
4,3378,0,0
11,772,1,12
14,2600,1,24
2,5082,0,0
1,9433,0,0
2,4124,2,48
6,4294,2,22
15,4064,1,8
12,2948,0,0
6,3055,0,0
1,6232,0,0
10,3275,0,0
2,2132,0,0
9,4878,0,0
20,2314,0,0
7,2411,0,0
1,1304,1,12
15,2620,0,0
5,1852,0,0
10,3707,0,0
3,624,1,28
7,1678,1,36
3,3475,0,0
15,2293,0,0
10,4112,1,32
14,3110,2,24
11,1420,1,32
14,3996,2,116
1,4887,0,0
9,1292,1,28
7,5343,0,0
1,2057,0,0
2,1886,2,38
7,336,1,120
2,5460,1,28
4,2876,2,32
8,606,0,0
2,3923,0,0
9,1565,0,0
18,2197,0,0
18,1160,1,28
19,2143,0,0
9,688,0,0
2,6620,2,60
7,1716,2,36
1,4040,2,32
12,4656,1,48
1,2172,2,16
5,3355,0,0
3,4978,2,8
18,44,0,0
1,3750,1,26
20,788,2,56
8,2454,1,28
11,1833,2,35
4,220,0,0
4,168,2,12
8,5724,0,0
3,2928,2,60
1,4737,0,0
20,564,2,48
12,3568,0,0
5,2487,0,0
10,472,1,56
15,781,0,0
19,320,2,38
1,808,1,26
14,4148,0,0
9,1944,0,0
11,504,1,36
10,2865,0,0
5,3468,2,14
1,5804,2,8
7,2046,0,0
5,73,0,0
17,3022,0,0
3,2842,0,0
2,8316,1,20
13,325,0,0
6,2488,0,0
10,58,0,0
3,3142,0,0
5,3316,2,52
11,819,0,0
5,6877,0,0
14,1068,0,0
1,8002,0,0
3,416,1,32
6,5476,2,44
8,4392,2,40
3,7684,0,0
12,1439,0,0
3,6852,1,44
1,5026,0,0
17,2669,0,0
5,2960,2,33
1,784,1,24
16,3106,2,16
2,459,0,0
1,3598,2,22
1,147,0,0
4,6627,2,48
4,5011,0,0
1,9472,2,22
16,3612,2,40
1,6732,1,42
2,1354,2,38
5,217,0,0
10,1064,2,26
8,2694,2,34
16,980,2,36
7,704,2,24
16,108,0,0
9,2260,0,0
5,3262,0,0
6,4394,2,16
11,2362,2,6
7,3476,2,16
17,2711,0,0
2,9187,0,0
17,2196,1,40
2,6683,0,0
10,844,2,84
6,2160,0,0
4,1496,2,40
2,6514,1,4
11,3062,0,0
21,1256,0,0
15,4062,2,4
1,8285,0,0
18,1858,0,0
13,3034,2,38
6,1949,0,0
10,2888,1,18
2,8948,0,0
1,6456,1,42
12,64,0,0
1,6949,0,0
6,3743,0,0
17,3032,0,0
3,4256,1,20
3,7873,0,0
6,1812,1,28
3,2841,0,0
14,1372,1,16
14,936,2,26
18,508,1,18
3,6162,1,56
5,2222,2,14
8,356,2,12
8,916,1,16
3,2813,0,0
6,6225,2,26
8,2981,0,0
5,7097,0,0
9,4712,2,28
10,936,1,58
1,8594,2,20
5,4920,2,60
6,6497,0,0
3,3661,0,0
11,58,0,0
5,1481,0,0
3,6378,0,0
17,2001,0,0
2,9318,0,0
8,5436,2,56
2,3554,1,6
7,3986,0,0
14,1580,1,18
2,1295,0,0
8,5476,1,34
6,3052,2,14
10,4579,0,0
9,3881,0,0
1,9790,1,20
1,4008,2,40
4,2249,0,0
14,25,0,0
3,2456,1,36
11,3132,2,20
2,9166,0,0
10,2874,2,26
2,1212,2,32
5,4784,0,0
4,3032,1,12
10,2840,2,12
1,4318,0,0
5,2960,2,34
15,4027,0,0
6,6383,1,21
6,5588,1,92
9,5100,0,0
8,4517,0,0
8,30,0,0
16,942,0,0
10,3129,0,0
5,7124,0,0
10,563,0,0
5,6884,1,12
9,5577,0,0
1,4939,0,0
2,3117,0,0
14,945,0,0
13,956,1,24
4,3633,0,0
1,952,2,20
10,2500,1,40
15,3463,0,0
7,4189,0,0
1,3668,2,48
14,2887,0,0
8,1504,2,38
3,1868,1,30
3,5624,2,60
7,216,1,16
22,940,1,6
4,652,2,44
6,5410,2,32
1,4972,0,0
5,5333,2,36
6,3657,0,0
16,1160,2,8
5,4520,2,28
3,3439,0,0
4,4543,0,0
14,4155,0,0
9,3716,1,30
5,1362,2,26
17,2940,0,0
7,5446,0,0
8,4457,0,0
1,1919,0,0
5,4434,2,17
14,4196,0,0
2,9336,1,56
7,1156,2,20
7,3966,0,0
2,3454,0,0
3,7672,0,0
2,346,0,0
1,9103,0,0
4,2285,0,0
4,460,2,40
8,428,2,16
20,315,0,0
6,4528,0,0
10,3960,2,36
21,1592,2,30
13,1836,2,14
1,8388,1,12
13,4448,0,0
5,5887,0,0
7,5172,0,0
17,2702,2,10
18,311,0,0
12,3880,1,72
16,3124,2,36
22,1660,0,0
6,6406,0,0
11,2304,2,22
4,4600,2,32
18,530,0,0
2,8662,0,0
5,410,1,22
13,1100,1,44
5,4434,1,26
4,3028,1,28
7,4334,0,0
8,356,2,32
1,5300,0,0
19,783,0,0
12,1354,0,0
8,3942,2,48
12,3722,2,36
19,1929,0,0
21,341,0,0
3,6448,1,148
12,4386,0,0
7,3476,1,36
8,3278,0,0
20,1739,0,0
19,1386,1,14
4,1755,0,0
3,1210,0,0
18,2735,0,0
3,4332,2,56
18,204,1,28
3,4660,2,36
16,3407,0,0
11,4856,0,0
7,3628,2,20
4,4036,2,20
15,1332,2,16
11,2204,1,70
1,5088,0,0
2,6436,2,48
21,1394,2,12
13,4333,0,0
14,3373,0,0
1,9188,1,36
2,4948,0,0
6,552,1,74
2,5687,0,0
12,4182,2,14
11,4864,0,0
3,1147,0,0
15,2578,2,22
4,1960,2,36
4,1577,0,0
1,5156,0,0
16,3156,2,32
14,3374,0,0
4,5840,2,52
13,152,0,0
3,376,2,28
20,2448,0,0
4,1760,0,0
4,3812,1,10
4,839,0,0
6,1726,1,14
11,1034,0,0
3,7172,2,24
13,3935,0,0
1,4139,0,0
1,6604,1,32
13,2193,0,0
6,6358,0,0
1,808,2,24
11,2284,2,96
5,2912,1,48
22,759,0,0
6,2248,1,40
20,824,1,40
6,958,0,0
19,1775,0,0
2,7109,0,0
19,224,2,36
5,6794,2,8
11,2278,0,0
1,356,1,28
4,1811,0,0
7,5540,1,24
7,253,0,0
2,428,0,0
1,4682,1,26
7,5188,1,34
14,1876,2,44
12,1766,2,18
1,808,1,32
7,5396,1,20
10,4176,1,36
6,5190,1,24
8,478,0,0
8,2260,0,0
20,1101,0,0
6,5775,0,0
17,561,0,0
6,6224,2,26
6,5439,0,0
15,2368,2,28
1,3484,1,20
11,1244,1,48
3,614,0,0
2,1920,1,28
10,4623,0,0
2,732,0,0
3,415,2,40
9,2503,0,0
11,5141,0,0
4,2313,0,0
22,1182,0,0
5,6804,2,24
4,6990,0,0
15,3121,0,0
6,1047,0,0
18,128,0,0
13,2068,2,48
3,7732,2,44
10,1929,0,0
4,1652,1,24
11,2604,2,22
18,2980,1,36
2,9126,0,0
10,4711,0,0
10,2646,0,0
6,2044,0,0
10,4205,2,26
3,1800,2,26
11,518,2,24
9,2107,0,0
6,5710,1,42
2,2189,0,0
3,1223,0,0
17,254,2,38
15,2790,1,44
10,2867,0,0
1,1708,0,0
12,1520,0,0
4,4205,0,0
7,3254,0,0
14,3815,0,0
14,0,1,760
7,4379,0,0
9,4492,2,28
12,3329,0,0
1,1090,1,36
10,263,0,0
12,414,2,18
8,3964,1,80
15,3426,0,0
10,228,1,12
12,4204,0,0
4,6687,0,0
3,6256,2,6
12,2435,0,0
12,3482,0,0
11,3446,1,16
6,5808,0,0
4,5659,0,0
10,1187,0,0
12,2736,2,40
14,2738,0,0
15,3444,0,0
10,5068,2,22
8,1340,2,12
3,416,1,60
4,891,0,0
1,3407,0,0
19,1462,0,0
15,838,0,0
5,4756,0,0
